2.87,3.94,42.491505,-83.533552
2.48,3.53,41.617336,-83.695952
2.78,3.78,42.208821,-83.682097
2.69,3.32,35.463422,-80.590721
2.79,3.29,35.597925,-80.87577
2.63,3.20,36.635374,-82.125996
2.68,3.17,35.314535,-80.753686
2.75,3.72,43.000212,-83.767026
2.56,3.71,40.725252,-84.07306
2.62,3.37,35.703362,-81.289246
2.65,3.74,39.772157,-84.057645
2.63,3.67,39.848113,-84.194717
2.71,2.94,35.078131,-80.874236
2.63,3.22,35.260866,-81.11813
2.62,3.62,39.630334,-84.189748
2.72,3.71,43.489269,-83.971234
2.48,2.97,36.354806,-82.40059
2.88,4.17,42.268111,-84.461082
2.67,3.17,34.939065,-80.958904
2.45,3.21,34.19118,-79.823524
2.60,3.35,39.091928,-84.266677
2.49,3.09,33.712909,-78.897017
2.71,3.75,42.764121,-84.519845
2.71,3.68,39.187285,-84.605193
2.62,3.34,39.016215,-84.638366
2.66,3.69,41.141308,-85.161496
2.81,3.79,43.5713,-84.759437
2.74,3.49,35.591614,-82.580754
2.77,3.83,42.2583,-85.180921
2.65,3.34,38.037506,-84.451153
2.66,3.42,35.349336,-82.441578
2.64,3.19,34.934258,-81.997076
2.57,3.34,34.12372,-80.878093
2.55,3.24,37.939402,-84.550911
2.56,3.27,34.01888,-80.950523
2.57,3.35,34.072077,-81.151008
2.66,3.67,42.214297,-85.586614
2.56,3.06,34.825388,-82.289764
2.79,3.79,42.911605,-85.559944
2.54,3.03,34.828512,-82.542142
2.67,3.67,43.034898,-85.692324
2.44,3.04,36.032324,-83.872626
2.86,3.79,40.474914,-86.104399
2.68,3.65,39.924704,-86.039987
2.53,3.23,32.878789,-80.01937
2.88,3.82,42.808097,-86.088467
2.42,2.93,35.926602,-84.059823
2.56,3.06,34.556008,-82.677509
2.73,3.68,38.222596,-85.533841
2.73,3.44,39.196667,-85.954251
2.68,3.39,39.617132,-86.081149
2.78,3.43,38.330585,-85.760536
2.80,3.70,43.202617,-86.202643
2.65,3.49,38.155371,-85.698927
2.85,3.89,44.71964,-85.650694
2.54,3.44,33.563178,-81.781615
2.54,3.31,37.727308,-85.890173
2.63,3.44,33.500572,-82.085098
3.03,3.79,40.413969,-86.837928
2.72,3.67,39.145016,-86.575462
2.79,3.79,41.47345,-87.297862
2.55,3.47,32.259392,-80.854457
2.62,3.32,36.133738,-85.508403
2.64,3.31,33.938569,-83.487139
2.80,3.40,34.230563,-83.873581
2.96,4.07,41.596366,-87.561854
2.61,3.59,39.414806,-87.413273
2.94,3.98,42.030332,-87.707042
2.46,3.43,34.07332,-83.981336
3.05,4.08,41.843356,-87.741848
2.51,3.29,36.942017,-86.41587
2.63,3.13,32.13863,-81.245034
2.65,3.50,31.986848,-81.081133
3.01,4.14,41.777325,-87.865112
3.04,3.99,41.90601,-87.911142
2.67,3.33,33.889549,-84.00747
2.91,3.84,42.021295,-87.9227
2.43,3.14,35.029895,-85.190098
2.59,3.55,42.607269,-87.883412
2.89,3.99,42.231655,-87.939977
2.86,3.74,42.387279,-87.965801
2.79,3.47,34.042786,-84.315382
2.94,3.84,41.947215,-88.03565
2.49,3.04,37.714931,-87.127875
2.77,3.41,33.839689,-84.202243
2.89,3.92,41.51652,-88.127283
2.76,3.32,34.088865,-84.521331
2.89,3.54,33.842335,-84.311896
2.54,3.35,43.163492,-88.062675
2.64,3.29,37.982815,-87.471302
2.75,3.41,33.949184,-84.521278
2.97,3.88,41.717804,-88.28874
2.37,2.94,36.328868,-86.597106
2.90,3.83,42.22801971,-88.30864717
2.89,3.79,42.005295,-88.339332
2.87,3.66,40.139248,-88.263498
2.55,3.06,35.847936,-86.441791
2.63,3.19,33.460701,-84.212675
2.69,3.47,33.555866,-84.348437
2.79,3.48,33.887094,-84.748808
2.39,3.10,36.086673,-86.690469
2.71,3.24,32.815533,-83.711003
2.74,3.49,35.942405,-86.818723
2.45,3.19,36.602615,-87.27687
2.67,3.49,33.399964,-84.624245
2.69,3.41,31.231831,-81.49704
2.88,3.66,42.266695,-88.976938
2.87,3.79,40.523547,-88.948163
2.80,3.77,39.901776,-88.951979
2.62,3.32,34.642614,-86.571714
2.58,3.19,34.736222,-86.65915
2.62,3.31,33.609874,-85.776632
2.74,3.54,37.739633,-88.969124
2.50,3.27,37.083644,-88.688355
2.66,3.43,32.54132,-84.947757
2.75,3.78,39.772142,-89.707524
2.76,3.28,30.428738,-81.650467
2.77,3.21,30.284659,-81.540351
2.67,3.67,44.919992,-89.654178
2.54,3.09,32.607973,-85.426319
2.59,3.14,34.840628,-87.633327
2.69,3.12,30.198237,-81.745834
2.71,3.55,33.644707,-86.624528
2.61,3.34,31.5907,-84.1978
2.83,3.51,38.780279,-89.95403
3.02,3.88,38.59376,-89.95014
2.51,3.28,41.55898,-90.524847
2.77,3.39,30.829141,-83.320536
2.59,3.29,33.448326,-86.819442
2.59,3.28,33.373421,-86.807942
2.75,3.39,42.517153,-90.738819
2.52,3.40,38.76528,-90.283087
2.56,3.33,35.666863,-88.852237
2.48,2.98,38.62003,-90.331877
2.56,3.02,38.497632,-90.336126
2.56,3.02,38.56594,-90.39639
2.54,3.09,38.781726,-90.525881
2.49,3.18,38.599571,-90.470309
2.61,3.22,32.365578,-86.215269
2.88,3.39,29.220067,-81.098131
2.95,3.53,29.624231,-82.384018
2.68,3.28,38.814165,-90.881259
2.49,3.24,33.165809,-87.519954
2.84,3.60,39.937938,-91.327728
2.77,3.59,30.431566,-84.224213
2.61,3.30,31.244281,-85.426368
2.61,3.47,42.032314,-91.680133
2.35,2.95,34.30619,-88.709593
2.88,3.25,28.791638,-81.341375
2.89,3.35,29.148311,-82.189568
2.73,3.15,28.934002,-81.931741
2.87,3.40,28.653557,-81.471324
2.81,3.41,28.56997,-81.284097
2.73,3.18,28.362285,-80.793348
2.44,3.04,35.206939,-89.780932
2.99,3.54,28.55039024,-81.48934938
2.53,3.18,35.183984,-89.893978
2.42,2.99,35.049186,-89.813678
2.97,3.45,28.392283,-81.247413
2.85,3.32,28.42203,-81.40677
2.78,3.24,28.077585,-80.696554
2.60,3.44,42.454925,-92.352648
2.81,3.08,28.327402,-81.468385
2.32,2.97,34.960159,-89.982445
2.51,3.09,35.8152,-90.680645
2.86,3.45,28.531057,-82.503117
2.87,3.45,27.63686,-80.44508
2.64,3.22,38.57719,-92.222897
2.57,3.07,30.188489,-85.688759
2.92,3.39,28.101801,-81.976317
2.85,3.37,28.187626,-82.358014
2.76,3.59,27.998447,-81.921383
2.87,3.49,28.222058,-82.733267
2.74,3.55,46.809001,-92.178808
2.78,3.17,27.266981,-80.284298
2.33,2.87,32.368961,-88.668826
2.82,3.49,28.096877,-82.500614
2.56,3.14,44.942284,-92.906649
2.99,3.49,27.262535,-80.400858
2.85,3.52,27.935053,-82.316294
2.53,3.00,30.439695,-86.640734
2.55,3.18,45.038116,-93.023689
2.56,3.05,44.845408,-93.152353
2.99,3.52,27.789695,-82.336728
2.67,3.19,27.959251,-82.732138
2.56,3.15,44.860313,-93.281374
2.33,2.96,41.690154,-93.580454
2.56,3.17,45.115873,-93.266788
2.48,3.44,42.001848,-93.613642
2.85,3.45,27.840336,-82.735415
2.54,3.29,44.781673,-93.416871
2.74,3.42,27.788498,-82.677249
2.65,3.05,30.483052,-87.214148
2.24,2.96,41.598725,-93.714735
2.63,3.29,26.762018,-80.105626
2.54,3.29,45.123358,-93.493228
2.99,3.52,27.446361,-82.52779
2.59,3.36,44.164943,-93.953031
2.58,3.38,30.659163,-87.855403
2.49,3.08,30.678435,-88.122963
2.72,2.88,27.008263,-82.155009
2.39,2.77,37.178534,-93.219792
2.37,3.01,32.459685,-90.139754
2.43,3.04,37.13276,-93.302096
2.41,3.16,45.588975,-94.194921
2.36,2.94,32.269787,-90.148308
2.39,3.19,34.805605,-92.207889
2.84,3.34,26.651866,-81.979982
2.51,3.12,35.063,-92.4155
2.84,3.34,26.585639,-81.874458
2.41,3.20,31.318927,-89.380695
2.54,2.94,39.043978,-94.36645
2.45,3.04,34.747095,-92.410005
2.46,3.11,39.239844,-94.463989
2.46,3.13,39.187024,-94.579115
3.00,3.82,26.270419,-81.768877
2.67,3.24,38.809583,-94.491855
2.65,2.99,25.786092,-80.333443
2.50,3.11,39.810986,-94.812878
2.58,3.24,38.885892,-94.683612
2.58,3.24,38.958733,-94.727771
2.28,3.15,30.438896,-89.100426
2.66,3.24,39.13106,-94.824204
2.34,3.11,37.050438,-94.47462
2.44,3.29,34.469652,-93.070292
2.49,2.79,36.352326,-94.172026
2.41,2.71,36.173978,-94.191867
2.41,2.71,36.108498,-94.182729
2.49,3.22,41.225648,-95.844576
3.30,3.80,30.310003,-89.828245
2.35,2.89,41.162624,-96.021093
2.36,3.05,32.492566,-92.051079
2.33,2.99,30.443008,-90.134447
2.31,2.90,41.214349,-96.117086
2.42,3.02,39.041774,-95.763974
2.41,3.22,42.432511,-96.371679
2.38,3.07,35.349462,-94.348533
2.37,3.11,29.893059,-90.056593
2.38,3.10,29.97389,-90.170074
2.61,3.54,30.009123,-90.26434
2.38,2.99,43.519275,-96.77269
2.63,2.94,40.737416,-96.601755
2.57,3.29,40.860187,-96.678239
2.29,3.14,30.451368,-90.964279
2.32,3.02,30.378123,-91.063275
2.54,3.15,46.864088,-96.867974
2.27,2.77,33.458382,-94.086564
2.39,3.12,29.632715,-90.76012
2.34,2.68,36.295001,-95.827949
2.36,3.16,31.270823,-92.456031
2.42,2.76,36.062284,-95.87164
2.43,2.76,36.100136,-95.905937
2.33,3.07,32.5632,-93.706934
2.43,2.76,36.051525,-96.004249
2.32,3.01,32.438456,-93.719108
2.58,3.43,47.887147,-97.062392
2.53,3.23,30.183462,-92.077247
2.56,3.27,37.746508,-97.246963
2.47,2.99,38.785726,-97.609423
2.50,3.08,37.675072,-97.414827
2.50,3.10,37.739229,-97.460553
2.78,3.64,40.934281,-98.386412
2.23,2.81,32.543341,-94.728719
2.31,3.02,30.19909,-93.25093
2.32,2.93,32.326987,-95.343106
2.22,3.39,35.642839,-97.427762
2.21,2.79,35.436067,-97.414562
2.25,2.79,35.606996,-97.546597
2.20,2.78,35.51295,-97.566862
2.21,2.79,35.322354,-97.488332
2.23,2.79,35.560474,-97.650459
2.27,2.93,35.457505,-97.612985
2.43,3.04,33.673418,-96.607078
2.38,2.89,33.218436,-96.630175
2.25,2.99,30.059996,-94.134609
2.36,2.96,33.055848,-96.691145
2.43,3.08,32.961063,-96.644931
2.34,2.94,33.094872,-96.799404
2.47,3.10,32.867328,-96.675042
2.36,2.96,33.002067,-96.769815
2.57,3.20,32.793535,-96.686376
2.54,3.14,32.862847,-96.754298
2.52,3.13,32.922409,-96.842487
2.52,3.13,32.86233,-96.860381
2.56,3.16,33.047798,-97.012028
2.49,3.09,33.232415,-97.169666
2.39,2.99,32.91984,-96.962972
2.37,2.92,32.645991,-96.867161
2.48,3.15,32.93233,-97.097333
2.33,2.80,32.933847,-97.256133
3.33,3.74,32.763702,-97.171955
2.35,2.84,32.842169,-97.248784
2.61,3.29,46.7923,-100.746614
2.24,2.69,34.617534,-98.423525
2.33,2.96,32.59435,-97.148565
2.31,3.09,30.329571,-95.479468
2.32,2.92,32.75461,-97.431903
2.30,3.11,30.007824,-95.27882
2.30,3.10,30.187973,-95.450314
2.31,2.91,32.554364,-97.316489
2.48,3.08,32.687776,-97.414579
2.32,3.12,29.768758,-95.183239
2.29,3.12,29.999156,-95.422473
2.30,2.91,29.550026,-95.156135
2.23,3.04,29.616394,-95.219837
2.20,2.63,29.403895,-95.038668
2.28,2.94,29.901421,-95.595972
2.33,2.95,33.878225,-98.542307
2.38,3.21,29.723905,-95.47042
2.30,3.15,29.78776,-95.554524
2.36,3.06,30.633928,-96.301522
2.24,3.02,29.567863,-95.38928
2.29,2.87,31.584848,-97.107063
2.33,2.85,29.644768,-95.57868
2.28,2.88,29.786901,-95.725429
2.33,2.84,29.611911,-95.6427
2.33,3.27,37.98224,-100.834492
2.35,2.95,29.69241,-95.768406
2.27,2.84,31.064413,-97.368356
2.22,2.76,31.0712,-97.67994
2.90,3.66,44.101134,-103.194131
2.52,3.01,30.473095,-97.795744
2.42,3.02,30.391981,-97.742382
2.39,3.02,30.156451,-97.793899
2.29,3.12,28.879723,-96.994164
2.39,2.95,32.38163,-99.744642
2.49,3.27,29.851456,-97.953974
2.21,2.74,35.190091,-101.81471
2.18,2.76,35.18475,-101.941949
2.31,2.81,29.55324,-98.357885
2.56,3.08,29.567071,-98.595699
2.54,3.13,29.348456,-98.43143
2.50,3.12,29.489576,-98.588577
2.55,3.16,29.356252,-98.548184
2.70,3.44,41.162957,-104.792737
2.43,3.11,27.712459,-97.383768
2.47,2.97,40.38322,-104.718655
2.58,3.22,31.42498,-100.512789
2.23,2.78,33.55081,-101.949177
2.51,2.99,39.604059,-104.70543
2.23,3.03,39.700859,-104.826215
2.36,2.96,40.406083,-105.060417
2.28,3.08,39.766645,-104.898066
2.54,3.04,39.872118,-104.984164
2.39,3.04,39.56245,-104.901369
2.63,3.58,39.418956,-104.875255
2.74,3.22,40.148991,-105.128077
2.54,3.18,38.933351,-104.791806
2.51,3.17,39.789066,-105.077244
2.69,3.49,38.318231,-104.613982
2.49,3.07,38.769926,-104.782705
2.67,3.30,42.849924,-106.264494
2.37,3.11,31.994737,-102.156698
2.35,3.08,31.897298,-102.333311
2.45,3.24,26.196384,-97.722198
2.47,3.21,25.975846,-97.518685
2.40,2.98,26.271693,-98.221142
2.42,2.98,26.188891,-98.207219
2.47,3.14,27.543672,-99.506614
2.64,3.27,33.448238,-104.526092
2.82,3.34,45.753949,-108.526959
2.76,3.54,35.639739,-106.00767
2.68,3.36,35.077293,-106.530146
2.48,3.28,35.138076,-106.61293
2.53,3.28,35.209954,-106.656805
2.86,3.47,39.082633,-108.582335
2.81,3.32,36.766275,-108.153215
2.46,3.36,31.745746,-106.315984
2.65,3.49,31.881322,-106.438949
2.59,3.39,31.777696,-106.386417
2.74,3.29,47.517599,-111.321819
2.44,3.32,32.346787,-106.766499
2.65,3.41,31.842864,-106.575407
2.82,3.26,43.480053,-112.020382
2.82,3.24,41.755442,-111.837664
2.65,3.14,40.216447,-111.657769
2.55,3.28,41.173482,-112.001714
2.78,3.20,41.071368,-111.983774
2.66,3.32,40.728662,-111.898394
2.72,3.35,40.63006,-111.887347
2.70,3.22,40.547781,-111.900579
2.72,3.22,40.613888,-111.97854
2.93,3.69,35.189804,-111.629015
2.73,3.35,32.292234,-110.972003
3.03,3.68,33.303321,-111.741497
2.88,3.58,33.372163,-111.788175
2.94,3.48,33.63924,-112.093
2.81,3.63,33.314816,-111.970326
2.74,3.52,33.648496,-112.234956
2.88,3.54,33.466538,-112.239399
2.96,3.54,33.636351,-112.414803
2.88,3.54,33.452248,-112.339461
2.64,3.06,35.165801,-114.564108
3.26,3.81,36.242032,-115.114063
3.10,3.87,36.09691,-115.10215
3.10,3.87,36.023128,-115.126093
3.27,3.82,36.27278,-115.270435
3.22,3.82,36.124329,-115.248959
3.18,4.05,36.06456,-115.246723
2.95,3.62,32.700981,-114.599674
3.76,4.20,33.799845,-116.385326
3.86,4.14,34.065764,-117.263241
3.45,4.38,39.48229,-119.797632
3.88,4.18,33.935927,-117.288601
4.06,4.46,33.553836,-117.177697
3.96,4.36,34.073945,-117.560234
3.96,4.26,33.847215,-117.53755
3.96,4.34,33.994373,-117.717916
3.76,4.16,34.115084,-117.833816
4.12,4.56,34.60796,-118.145142
3.72,3.96,33.865926,-117.883179
3.86,4.26,34.093662,-118.027927
3.94,4.24,33.91338,-117.969607
3.76,3.96,33.714168,-117.956189
3.76,4.04,33.82685,-118.08372
4.06,4.46,34.415144,-118.504438
3.64,4.04,33.873502,-118.297488
3.64,3.98,36.849063,-119.793494
3.76,3.98,35.304676,-119.094892
3.72,4.29,38.644694,-121.118743
3.86,4.36,38.786436,-121.28867
3.83,4.15,38.67995,-121.296395
3.59,3.96,39.139432,-121.645925
3.76,4.08,38.457784,-121.406838
3.79,4.19,38.36376,-121.958041
3.74,4.28,21.397072,-157.978309
